,City,Country,Latitude,Longitude,Cloudiness,Humidity,Temperature,Wind Speed
413,Hazaribag,IN,23.9833,85.35,100,97,72.45,15.41
414,La Palma,US,33.8464,-118.0467,1,47,86.61,7.0
415,Arlit,NE,18.7369,7.3853,6,10,96.91,10.09
416,Matagami,CA,49.7502,-77.6328,100,76,46.99,5.06
417,Geraldton,AU,-28.7667,114.6,0,93,39.61,4.61
418,Ciudad Valles,MX,21.9833,-99.0167,61,69,86.67,7.45
419,Les Escoumins,CA,48.1111,-69.0236,99,76,52.38,10.29
420,Chernyshevskiy,RU,63.0128,112.4714,79,92,41.38,4.61
421,Iranshahr,IR,27.2025,60.6848,4,9,84.29,6.51
422,Arcata,US,40.8665,-124.0828,75,73,63.59,1.99
423,Benemerito De Las Americas,MX,16.5167,-90.6439,67,48,91.0,3.65
424,Atocha,BO,-20.9333,-66.2333,92,12,53.33,31.47
425,Viseu,PT,40.661,-7.9097,82,94,63.79,1.66
426,Goderich,CA,43.7501,-81.7165,99,65,65.46,7.36
427,Bonavista,CA,48.6499,-53.1147,100,75,62.11,11.41
428,Cabedelo,BR,-6.9811,-34.8339,13,83,76.75,12.15
429,Manggar,ID,-2.8833,108.2667,100,92,75.85,8.41
430,Llanes,ES,43.4198,-4.7549,100,85,68.81,5.21
431,Cahors,FR,44.4167,1.3333,100,80,72.9,5.35
432,Palmer,US,42.1584,-72.3287,20,53,72.36,9.22
433,High Level,CA,58.5169,-117.136,5,35,65.46,8.9
434,Vostok,RU,46.4856,135.8833,100,84,48.9,1.72
435,Aklavik,CA,68.2191,-135.0107,96,71,52.27,11.95
436,Novyye Burasy,RU,52.1324,46.0714,100,56,61.54,6.76
437,Vao,NC,-22.6667,167.4833,4,79,70.7,11.36
438,Benguela,AO,-12.5763,13.4055,25,85,72.07,5.55
439,Kosonsoy,UZ,41.2561,71.5508,1,27,59.56,6.89
440,Carutapera,BR,-1.195,-46.02,10,79,78.89,8.48
441,Shanting,CN,35.0753,117.4578,0,84,66.31,4.09
442,Chake Chake,TZ,-5.2459,39.7666,32,84,73.96,9.48
443,Aras,ES,42.5617,-2.356,0,97,65.19,3.44
444,Grindavik,IS,63.8424,-22.4338,75,81,45.07,28.77
445,Svetlyy,RU,54.675,20.1347,95,90,59.05,4.05
446,Mamou,GN,10.5,-12.0,50,95,68.04,1.34
447,Alekseyevsk,RU,57.8406,108.3492,100,96,45.97,3.0
448,Nargana,PA,9.4428,-78.5906,100,81,81.55,8.41
449,Ozernovskiy,RU,51.5,156.5167,100,82,51.06,25.57
450,Eureka,US,40.8021,-124.1637,68,72,63.34,4.0
451,Henties Bay,NA,-22.116,14.2845,2,92,53.85,9.62
452,Tezu,IN,27.9167,96.1667,4,76,76.75,4.45
453,Plettenberg Bay,ZA,-34.0527,23.3716,100,89,55.15,3.33
454,Dingle,PH,10.9995,122.6711,90,91,75.99,2.28
455,Boyabat,TR,41.4689,34.7667,76,92,64.4,1.66
456,Abu Samrah,SY,35.3029,37.1841,0,53,71.49,6.29
457,Yellowknife,CA,62.456,-114.3525,75,72,57.72,10.36
458,Kikwit,CD,-5.041,18.8162,87,53,80.51,0.54
459,Sanbu,CN,33.4594,119.1453,58,87,70.14,13.09
460,Sakaiminato,JP,35.55,133.2333,100,71,69.73,5.39
461,Ulladulla,AU,-35.35,150.4667,97,79,49.87,14.07
462,Gra Liyia,GR,35.0167,25.6833,0,57,75.38,5.77
463,Sisimiut,GL,66.9395,-53.6735,16,67,35.69,9.33
464,Morros,BR,-9.4467,-46.3003,22,18,85.46,6.49
465,Tazovskiy,RU,67.4667,78.7,100,95,42.57,7.23
466,Gamba,GA,-2.65,10.0,100,86,76.73,6.44
467,Clyde River,CA,70.4692,-68.5914,5,59,34.63,8.79
468,Chipata,ZM,-13.6333,32.65,28,60,66.04,5.86
469,Wamba,NG,8.9333,8.6,95,97,71.62,0.27
470,Mount Gambier,AU,-37.8333,140.7667,90,93,44.51,0.0
471,Copiapo,CL,-27.3667,-70.3333,0,31,68.76,5.97
472,Makurdi,NG,7.7411,8.5121,86,95,72.66,3.51
473,Prieska,ZA,-29.6641,22.7474,89,31,64.51,6.04
474,Ambovombe,MG,-25.1667,46.0833,84,60,71.49,8.59
475,Estevan,CA,49.1334,-102.9842,31,27,69.22,14.85
476,North Platte,US,41.1239,-100.7654,1,45,80.49,3.0
477,Rio Cuarto,AR,-33.1307,-64.3499,56,61,45.84,23.82
478,Niamey,NE,13.5137,2.1098,65,64,84.97,15.03
479,Vallenar,CL,-28.5708,-70.7581,0,27,70.09,6.29
480,Port Lincoln,AU,-34.7333,135.8667,100,64,52.39,9.57
481,Fez,MA,34.0372,-4.9998,75,32,84.45,11.5
482,Tocopilla,CL,-22.092,-70.1979,95,69,62.55,6.8
483,Okhotsk,RU,59.3833,143.3,8,57,56.77,2.39
484,Ola,RU,59.5833,151.2833,0,48,48.69,3.91
485,Loukhi,RU,66.0764,33.0381,100,93,44.71,16.53
486,Yangambi,CD,0.8102,24.4336,72,92,67.46,1.41
487,Alice Springs,AU,-23.7,133.8833,75,30,54.95,4.61
488,Gari,RU,59.4307,62.3497,81,87,32.68,3.87
489,Ciudad Bolivar,VE,8.1222,-63.5497,100,53,88.3,4.07
490,Meulaboh,ID,4.1363,96.1285,97,86,75.09,3.71
491,Tokmak,UA,47.2514,35.7058,37,78,63.03,4.34
492,Litovko,RU,49.2361,135.1742,0,77,47.41,1.3
493,Bedesa,ET,8.9,40.7833,91,73,65.73,4.63
494,Nosy Varika,MG,-20.5833,48.5333,24,92,65.43,4.23
495,Forecariah,GN,9.4306,-13.0881,100,96,74.32,2.98
496,Belaya Gora,RU,68.5333,146.4167,100,53,50.56,4.94
497,Mechetinskaya,RU,46.7713,40.456,67,65,64.17,5.17
498,Muisne,EC,0.6,-80.0333,81,84,74.86,9.84
499,Baiyin,CN,36.5583,104.2081,100,71,63.86,10.45
500,Nioro,GM,13.35,-15.75,100,94,76.75,5.82
501,Dobanovci,RS,44.8269,20.2256,0,63,63.07,5.75
502,Ukiah,US,39.1502,-123.2078,1,19,94.62,0.0
503,Simao,CN,22.7886,100.9748,85,98,63.61,2.08
504,Huasahuasi,PE,-11.3167,-75.6167,74,78,45.73,6.98
505,Jumla,NP,29.2747,82.1838,100,97,59.13,3.58
506,Pandan Niog,PH,6.2282,120.5631,100,75,82.99,12.62
507,Sinazongwe,ZM,-17.2614,27.4618,5,33,72.99,3.56
508,Tera,NE,14.0078,0.7531,72,51,83.12,11.63
509,Koungou,YT,-12.7336,45.2042,0,78,74.91,2.3
510,Nanakuli,US,21.3906,-158.1547,40,61,83.7,11.5
511,Muscat,OM,23.6139,58.5922,77,50,88.81,2.33
512,Morondava,MG,-20.2833,44.2833,0,75,73.29,6.89
513,Kruisfontein,ZA,-34.0033,24.7314,100,95,53.89,0.43
514,Cherskiy,RU,68.75,161.3,91,75,41.02,3.02
515,Pacifica,US,37.6138,-122.4869,20,67,75.36,17.27
516,Point Pedro,LK,9.8167,80.2333,100,82,82.15,19.62
517,Micheweni,TZ,-4.9667,39.8333,39,82,75.18,11.56
518,Chumikan,RU,54.7183,135.315,1,72,49.01,13.22
519,Gat,IL,31.61,34.7642,0,62,78.82,4.09
520,Freeport,US,40.6576,-73.5832,1,63,82.04,4.0
521,Portland,US,45.5234,-122.6762,39,52,71.17,1.99
522,Nantucket,US,41.2835,-70.0995,88,80,69.87,8.05
523,Dubbo,AU,-32.25,148.6167,32,81,46.53,8.05
524,Ngorongoro,TZ,-3.2397,35.4875,32,72,50.5,6.44
525,Perth,AU,-31.9333,115.8333,0,78,48.58,9.22
526,Bykovo,RU,55.6361,38.0803,20,82,60.12,8.95
527,Khandyga,RU,62.6667,135.6,67,67,47.89,2.91
528,Vysokogornyy,RU,50.1167,139.15,0,69,43.18,0.98
529,Urengoy,RU,65.9667,78.3667,100,92,39.06,5.88
530,Kenai,US,60.5544,-151.2583,90,69,51.78,17.27
531,Balkanabat,TM,39.5108,54.3671,1,31,77.76,6.33
532,West Bay,KY,19.3667,-81.4167,40,79,84.16,1.01
533,Gilbues,BR,-9.8317,-45.3439,8,22,83.35,5.88
534,Jaunpur,IN,25.7333,82.6833,58,90,79.05,11.07
535,Casablanca,MA,33.5928,-7.6192,100,70,73.62,8.25
536,Smirnykh,RU,49.75,142.8333,0,74,46.62,5.1
537,Farafangana,MG,-22.8167,47.8333,41,89,68.22,6.4
538,Hualmay,PE,-11.0964,-77.6139,27,77,63.75,11.97
539,Stromness,GB,58.965,-3.296,84,90,53.1,8.99
540,Waddan,LY,29.1614,16.139,0,59,75.96,13.51
541,Takoradi,GH,4.8845,-1.7554,90,92,76.01,7.43
542,Wau,SS,7.7029,27.9953,100,99,70.74,2.66
543,Cayenne,GF,4.9333,-52.3333,0,80,83.08,1.99
544,Hamilton,US,39.1834,-84.5333,3,57,85.14,1.01
545,Jiexiu,CN,37.0244,111.9125,22,85,64.31,3.27
546,Bredasdorp,ZA,-34.5322,20.0403,100,79,52.29,4.0
547,Manakara,MG,-22.1333,48.0167,11,94,65.14,4.43
548,Neyvo-Shaytanskiy,RU,57.7286,61.2496,100,80,40.77,3.96
549,Vestmannaeyjar,IS,63.4427,-20.2734,100,69,49.53,29.8
550,Ghoti,IN,19.7168,73.6245,100,98,70.57,8.61
551,Mizan Teferi,ET,6.9833,35.5833,95,81,61.81,2.39
552,Urumqi,CN,43.801,87.6005,0,32,63.55,8.95
553,Iwaki,JP,37.05,140.8833,100,75,64.42,1.21
554,Eurajoki,FI,61.2,21.7333,84,67,50.02,17.25
555,Moose Factory,CA,51.2585,-80.6094,100,70,46.96,4.97
556,El Retorno,CO,2.3302,-72.6276,60,76,81.72,2.46
557,Grand-Santi,GF,4.25,-54.3833,65,82,76.19,3.13
558,Zaltan,LY,32.947,11.8665,0,62,77.31,8.86
559,La Paz,BO,-16.5,-68.15,20,47,56.73,4.25
560,Shalya,RU,57.2471,58.7298,100,99,43.25,5.46
561,Kingaroy,AU,-26.5333,151.8333,0,29,57.04,12.19
562,Hobart,AU,-42.8794,147.3294,20,91,39.47,3.0
563,Blind River,CA,46.1834,-82.9582,66,56,62.85,2.82
564,Taywarah,AF,33.35,64.4167,0,18,51.17,2.84
565,Namatanai,PG,-3.6667,152.4333,69,76,81.68,9.98
566,Dobryatino,RU,55.5055,41.3195,100,83,59.4,8.84
567,Ostersund,SE,63.1792,14.6357,90,81,43.25,11.5
568,North Bend,US,43.4065,-124.2243,1,57,68.76,25.32
569,Kamwenge,UG,0.1866,30.4539,94,76,64.42,1.41
570,Basco,PH,20.4487,121.9702,100,77,82.04,9.75
571,Abu Dhabi,AE,24.4667,54.3667,87,70,90.99,10.04
572,Tsiroanomandidy,MG,-18.7667,46.0333,71,56,66.7,4.38
573,Dunhua,CN,43.3725,128.2425,54,89,50.04,2.51
574,Gwadar,PK,25.1216,62.3254,86,83,79.88,7.16
575,Ilo,PE,-17.6394,-71.3375,92,83,60.42,7.65
576,Monster,NL,52.0258,4.175,100,88,59.27,3.0
577,Shelburne,CA,44.0787,-80.2041,99,57,62.19,4.9
578,Erzin,TR,36.9559,36.2,0,76,75.0,1.83
579,Coquimbo,CL,-29.9533,-71.3436,0,63,60.53,16.11
580,Hilton Head Island,US,32.2163,-80.7526,40,73,82.83,0.0
581,Ushirombo,TZ,-3.4919,31.9639,79,49,73.4,3.2
582,Emerald,AU,-23.5333,148.1667,10,25,62.38,20.24
583,Nagai,JP,38.1036,140.035,100,82,57.34,0.96
584,Onega,RU,63.9061,38.1404,100,96,47.59,15.86
585,Ylivieska,FI,64.0833,24.55,91,84,46.56,16.11
586,Puerto Varas,CL,-41.3195,-72.9854,75,66,50.22,5.75
587,Rio Grande,BR,-32.035,-52.0986,100,98,61.95,7.54
588,Coria,ES,39.9879,-6.5377,100,87,70.45,4.94
589,Yerbogachen,RU,61.2767,108.0108,100,95,43.54,6.98
590,Ust-Kuyga,RU,70.0167,135.6,90,59,47.17,4.59
591,Pimentel,PE,-6.8367,-79.9342,0,68,66.49,23.02
592,Bafq,IR,31.6128,55.4107,0,14,77.95,3.65
593,Lorengau,PG,-2.0226,147.2712,96,83,80.96,10.29
594,Champerico,GT,14.3,-91.9167,3,73,83.12,8.01
595,Moerai,PF,-22.4333,-151.3333,100,80,73.06,17.02
596,Liwonde,MW,-15.0506,35.2035,16,49,73.2,0.54
597,Krasnoselkup,RU,65.7,82.4667,100,92,42.04,8.9
598,Ishigaki,JP,24.3448,124.1572,84,85,83.03,22.44
599,Oussouye,SN,12.485,-16.5469,100,94,76.28,7.7
600,Nizhnevartovsk,RU,60.9344,76.5531,90,100,37.42,11.18
601,Senador Jose Porfirio,BR,-2.5908,-51.9542,52,54,85.73,6.53
602,Ponta Delgada,PT,37.7333,-25.6667,20,83,68.72,4.61
603,Broome,US,42.2506,-75.833,1,60,71.74,6.91
604,Wahiawa,US,21.5028,-158.0236,75,76,77.47,4.61
605,Scarborough,GB,54.2797,-0.4044,95,87,54.45,8.3
606,Manzanillo,CU,20.3433,-77.1167,65,72,83.07,3.67
607,Wanning,CN,18.8003,110.3967,96,91,80.62,7.54
608,Beloha,MG,-25.1667,45.05,71,51,71.74,5.95
